,presentation,bnf_code,dose_per_unit_x,new_ome_multiplier,ome_dose,name,unit_dose,dose_per_unit_y,total_ome,ome_diff,ome_diff_multi
672,Onexila XL 80mg tablets,0407020ADBQADAI,80.0,2.0,160.0,Oxycodone 80mg modified-release tablets,1,80.0,120.0,-40.0,0.75
673,Onexila XL 20mg tablets,0407020ADBQABAG,20.0,2.0,40.0,Oxycodone 20mg modified-release tablets,1,20.0,30.0,-10.0,0.75
674,Renocontin 20mg modified-release tablets,0407020ADBRADAG,20.0,2.0,40.0,Oxycodone 20mg modified-release tablets,1,20.0,30.0,-10.0,0.75
675,Shortec 20mg/2ml solution for injection ampoules,0407020ADBJAEAM,20.0,2.0,40.0,Oxycodone 20mg/2ml solution for injection ampoules,2,10.0,30.0,-10.0,0.75
676,Morphine sulfate 1.5mg/5ml oral solution,0407020Q0AAFGFG,0.3,1.0,0.3,Morphine sulfate 1.5mg/5ml oral solution,1,0.3,0.3,0.0,1.0
677,Trapadex 37.5mg/325mg tablets,040702040BYAAAU,37.5,0.1,3.75,Tramadol 37.5mg / Paracetamol 325mg tablets,1,37.5,3.75,0.0,1.0
678,Maxitram SR 100mg capsules,040702040BPABAH,100.0,0.1,10.0,Tramadol 100mg modified-release capsules,1,100.0,10.0,0.0,1.0
679,Diamorphine 10mg/5ml oral solution,0407020K0AADIDI,2.0,1.0,2.0,Diamorphine 10mg/5ml oral solution,1,2.0,2.0,0.0,1.0
680,Diamorphine 180mg/5ml oral solution,0407020K0AADVDV,36.0,1.0,36.0,Diamorphine 180mg/5ml oral solution,1,36.0,36.0,0.0,1.0
681,Butec 10micrograms/hour transdermal patches,0407020B0BHABAI,1.68,100.0,168.0,Buprenorphine 10micrograms/hour transdermal patches,1,1.68,168.0,0.0,1.0
682,OxyContin 10mg modified-release tablets,0407020ADBCAAAF,10.0,2.0,20.0,Oxycodone 10mg modified-release tablets,1,10.0,15.0,-5.0,0.75
683,Tramadol 75mg / Paracetamol 650mg tablets,040702040AABCBC,75.0,0.1,7.5,Tramadol 75mg / Paracetamol 650mg tablets,1,75.0,7.5,0.0,1.0
684,Brimisol PR 200mg tablets,040702040BWABAE,200.0,0.1,20.0,Tramadol 200mg modified-release tablets,1,200.0,20.0,0.0,1.0
685,Sevredol 10mg/5ml oral solution,0407020Q0BHAGCN,2.0,1.0,2.0,Morphine sulfate 10mg/5ml oral solution,5,2.0,2.0,0.0,1.0
686,Maxitram SR 200mg capsules,040702040BPADAJ,200.0,0.1,20.0,Tramadol 200mg modified-release capsules,1,200.0,20.0,0.0,1.0
687,Ixyldone 30mg modified-release tablets,0407020ADBTAEAR,30.0,2.0,60.0,Oxycodone 30mg modified-release tablets,1,30.0,45.0,-15.0,0.75
688,Actiq 400microgram loz with integral oromucosal applicator,0407020A0BCABAJ,0.4,100.0,40.0,Fentanyl 400microgram lozenges,1,0.4,52.0,12.0,1.3
689,Oramorph 10mg/5ml oral solution,0407020Q0BCAGCN,2.0,1.0,2.0,Morphine sulfate 10mg/5ml oral solution,5,2.0,2.0,0.0,1.0
690,Durogesic DTrans 50micrograms/hour transdermal patches,0407020A0BBAJAF,3.6,100.0,360.0,Fentanyl 50micrograms/hour transdermal patches,1,3.6,360.0,0.0,1.0
691,Marol 200mg modified-release tablets (Morningside),040702040BNACAE,200.0,0.1,20.0,Tramadol 200mg modified-release tablets,1,200.0,20.0,0.0,1.0
692,Diamorphine 50mg impregnated cigarettes,0407020K0AADLDL,,,0.0,Diamorphine 50mg impregnated cigarettes,1,50.0,50.0,50.0,inf
693,Co-codamol 8mg/500mg/5ml oral liquid,0407010F0AAASAS,1.6,0.1,0.16,Co-codamol 8mg/500mg/5ml oral suspension,1,1.6,0.16,0.0,1.0
694,Co-codamol 8mg/500mg/5ml oral liquid,0407010F0AAASAS,1.6,0.1,0.16,Co-codamol 8mg/500mg/5ml oral solution,1,1.6,0.16,0.0,1.0
695,Fentanyl 25micrograms/hour transdermal patches,0407020A0AAAEAE,1.8,100.0,180.0,Fentanyl 25micrograms/hour transdermal patches,1,1.8,180.0,0.0,1.0
696,Buprenorphine 70micrograms/hour transdermal patches,0407020B0AAAGAG,6.72,100.0,672.0,Buprenorphine 70micrograms/hour transdermal patches,1,6.72,672.0,0.0,1.0
697,Oxeltra 80mg modified-release tablets,0407020ADBLABAI,80.0,2.0,160.0,Oxycodone 80mg modified-release tablets,1,80.0,120.0,-40.0,0.75
698,Reltebon 80mg modified-release tablets,0407020ADBKAEAI,80.0,2.0,160.0,Oxycodone 80mg modified-release tablets,1,80.0,120.0,-40.0,0.75
699,Mabron 200mg modified-release tablets (Teva),040702040BHAFAE,200.0,0.1,20.0,Tramadol 200mg modified-release tablets,1,200.0,20.0,0.0,1.0
700,Oxypro 80mg modified-release tablets,0407020ADBSAHAI,80.0,2.0,160.0,Oxycodone 80mg modified-release tablets,1,80.0,120.0,-40.0,0.75
701,Solpadol 30mg/500mg effervescent tablets,0407010F0BGAAAF,30.0,0.1,3.0,Co-codamol 30mg/500mg effervescent tablets,1,30.0,3.0,0.0,1.0
702,Tilofyl 100micrograms/hour transdermal patches,0407020A0BDADAH,7.2,100.0,720.0,Fentanyl 100micrograms/hour transdermal patches,1,7.2,720.0,0.0,1.0
703,Hydromorphone 4mg modified-release capsules,040702050AAAGAG,4.0,5.0,20.0,Hydromorphone 4mg modified-release capsules,1,4.0,20.0,0.0,1.0
704,Durogesic DTrans 12micrograms/hour transdermal patches,0407020A0BBAMAU,0.864,100.0,86.4,Fentanyl 12micrograms/hour transdermal patches,1,0.864,86.4,0.0,1.0
705,Shortec 10mg/1ml solution for injection ampoules,0407020ADBJADAL,10.0,2.0,20.0,Oxycodone 10mg/1ml solution for injection ampoules,1,10.0,30.0,10.0,1.5
706,Zamadol 24hr 400mg modified-release tablets,040702040BDAKAN,400.0,0.1,40.0,Tramadol 400mg modified-release tablets,1,400.0,40.0,0.0,1.0
707,Dihydrocodeine 15mg/5ml oral solution,0407020G0AAANAN,3.0,0.1,0.3,Dihydrocodeine 15mg/5ml oral solution,1,3.0,0.3,0.0,1.0
708,Methadone 10mg/1ml solution for injection ampoules,0407020M0AAAVAV,10.0,3.0,30.0,Methadone 10mg/1ml solution for injection ampoules,1,10.0,30.0,0.0,1.0
709,Codeine 5mg/5ml oral liquid,0407020C0AAAXAX,1.0,0.1,0.1,Codeine 5mg/5ml oral solution,1,1.0,0.1,0.0,1.0
710,Codeine 5mg/5ml oral liquid,0407020C0AAAXAX,1.0,0.1,0.1,Codeine 5mg/5ml oral suspension,1,1.0,0.1,0.0,1.0
711,Bupeaze 35micrograms/hour transdermal patches,0407020B0BIAAAE,3.36,100.0,336.0,Buprenorphine 35micrograms/hour transdermal patches,1,3.36,336.0,0.0,1.0
712,Buplast 35micrograms/hour transdermal patches,0407020B0BNAAAE,3.36,100.0,336.0,Buprenorphine 35micrograms/hour transdermal patches,1,3.36,336.0,0.0,1.0
713,Ixyldone 15mg modified-release tablets,0407020ADBTACAS,15.0,2.0,30.0,Oxycodone 15mg modified-release tablets,1,15.0,22.5,-7.5,0.75
714,Co-codamol 30mg/500mg tablets,0407010F0AAAHAH,30.0,0.1,3.0,Co-codamol 30mg/500mg tablets,1,30.0,3.0,0.0,1.0
715,Pentazocine 25mg tablets,0407020T0AAABAB,25.0,0.37,9.25,Pentazocine 25mg tablets,1,25.0,9.25,0.0,1.0
716,Butec 20micrograms/hour transdermal patches,0407020B0BHACAJ,3.36,100.0,336.0,Buprenorphine 20micrograms/hour transdermal patches,1,3.36,336.0,0.0,1.0
717,Oxycodone 5mg capsules,0407020ADAAACAC,5.0,2.0,10.0,Oxycodone 5mg capsules,1,5.0,7.5,-2.5,0.75
718,Emcozin 30mg/500mg tablets,0407010F0BYAAAH,30.0,0.1,3.0,Co-codamol 30mg/500mg tablets,1,30.0,3.0,0.0,1.0
719,PecFent 100micrograms/dose nasal spray,0407020A0BPAABJ,1.0,160.0,160.0,Fentanyl 100micrograms/dose nasal spray,1,0.1,16.0,-144.0,0.1
720,Opiodur 25micrograms/hour transdermal patches (RX Farma),0407020A0BRAGAE,1.8,100.0,180.0,Fentanyl 25micrograms/hour transdermal patches,1,1.8,180.0,0.0,1.0
721,Opiodur 75micrograms/hour transdermal patches (Zentiva),0407020A0BRANAG,5.4,100.0,540.0,Fentanyl 75micrograms/hour transdermal patches,1,5.4,540.0,0.0,1.0
722,Cynril 400microgram loz with integral oromucosal applicator,0407020A0BWABAJ,0.4,100.0,40.0,Fentanyl 400microgram lozenges,1,0.4,52.0,12.0,1.3
723,Fentanyl 400microgram buccal films sugar free,0407020A0AABUBU,0.4,180.0,72.0,Fentanyl 400microgram buccal films sugar free,1,0.4,52.0,-20.0,0.7222222222222222
724,Morphine hydrochloride 1mg/1ml inj ampoules,0407020P0AABBBB,1.0,2.0,2.0,Morphine hydrochloride 1mg/1ml solution for injection ampoules,1,1.0,2.0,0.0,1.0
725,Morphine sulfate 15mg/1ml solution for injection ampoules,0407020Q0AAACAC,15.0,2.0,30.0,Morphine sulfate 15mg/1ml solution for injection ampoules,1,15.0,30.0,0.0,1.0
726,Actiq 1.6mg lozenges with integral oromucosal applicator,0407020A0BCAFAP,1.6,100.0,160.0,Fentanyl 1.6mg lozenges,1,1.6,208.0,48.0,1.3
727,Codeine 30mg suppositories,0407020C0AAASAS,30.0,0.1,3.0,Codeine 30mg suppositories,1,30.0,3.0,0.0,1.0
728,Morphine sulfate 5mg/10ml solution for injection ampoules,0407020Q0AAA8A8,5.0,2.0,10.0,Morphine sulfate 5mg/10ml solution for injection ampoules,10,0.5,1.0,-9.0,0.1
729,Shortec 10mg capsules,0407020ADBJABAD,10.0,2.0,20.0,Oxycodone 10mg capsules,1,10.0,15.0,-5.0,0.75
730,Reltebon 20mg modified-release tablets,0407020ADBKACAG,20.0,2.0,40.0,Oxycodone 20mg modified-release tablets,1,20.0,30.0,-10.0,0.75
731,Cyclimorph 15 solution for injection 1ml ampoules,040702020BBABAB,15.0,2.0,30.0,Morphine tartrate 15mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,1,15.0,30.0,0.0,1.0
732,Renocontin 60mg modified-release tablets,0407020ADBRAGAQ,60.0,2.0,120.0,Oxycodone 60mg modified-release tablets,1,60.0,90.0,-30.0,0.75
733,Osmanil 25micrograms/hour transdermal patches,0407020A0BLAAAE,1.8,100.0,180.0,Fentanyl 25micrograms/hour transdermal patches,1,1.8,180.0,0.0,1.0
734,Fentalis Reservoir 25micrograms/hour transdermal patches,0407020A0BGAAAE,1.8,100.0,180.0,Fentanyl 25micrograms/hour transdermal patches,1,1.8,180.0,0.0,1.0
735,Oxycodone 60mg modified-release tablets,0407020ADAAAQAQ,60.0,2.0,120.0,Oxycodone 60mg modified-release tablets,1,60.0,90.0,-30.0,0.75
736,Fentanyl 600microgram lozenges,0407020A0AAAKAK,0.6,100.0,60.0,Fentanyl 600microgram lozenges,1,0.6,78.0,18.0,1.3
737,Invodol SR 200mg tablets,040702040BTACAE,200.0,0.1,20.0,Tramadol 200mg modified-release tablets,1,200.0,20.0,0.0,1.0
738,Maneo 200mg modified-release tablets,040702040BUACAE,200.0,0.1,20.0,Tramadol 200mg modified-release tablets,1,200.0,20.0,0.0,1.0
739,Larapam SR 200mg tablets,040702040BGACAE,200.0,0.1,20.0,Tramadol 200mg modified-release tablets,1,200.0,20.0,0.0,1.0
740,Fentanyl 400microgram buccal tablets sugar free,0407020A0AABEBE,0.4,130.0,52.0,Fentanyl 400microgram buccal tablets sugar free,1,0.4,52.0,0.0,1.0
741,Dextropropoxyphene 60mg capsules,0407020E0AAAAAA,60.0,0.1,6.0,Dextropropoxyphene 60mg capsules,1,60.0,6.0,0.0,1.0
742,Longtec 5mg modified-release tablets,0407020ADBEAAAK,5.0,2.0,10.0,Oxycodone 5mg modified-release tablets,1,5.0,7.5,-2.5,0.75
743,Mylafent 100micrograms/hour transdermal patches,0407020A0BUAEAH,7.2,100.0,720.0,Fentanyl 100micrograms/hour transdermal patches,1,7.2,720.0,0.0,1.0
744,Larapam SR 150mg tablets,040702040BGABAD,150.0,0.1,15.0,Tramadol 150mg modified-release tablets,1,150.0,15.0,0.0,1.0
745,Dolocodon PR 5mg tablets,0407020ADBIACAK,5.0,2.0,10.0,Oxycodone 5mg modified-release tablets,1,5.0,7.5,-2.5,0.75
746,Methadone hydrochloride powder,0407020M0AAAFAF,,,0.0,,,,,,
747,Hapoctasin 52.5micrograms/hour transdermal patches,0407020B0BGABAF,5.04,100.0,504.0,Buprenorphine 52.5micrograms/hour transdermal patches,1,5.04,504.0,0.0,1.0
748,Methadone 100mg capsules,0407020M0AABMBM,100.0,3.0,300.0,Methadone 100mg capsules,1,100.0,300.0,0.0,1.0
749,Renocontin 5mg modified-release tablets,0407020ADBRAAAK,5.0,2.0,10.0,Oxycodone 5mg modified-release tablets,1,5.0,7.5,-2.5,0.75
750,Ixyldone 10mg modified-release tablets,0407020ADBTABAF,10.0,2.0,20.0,Oxycodone 10mg modified-release tablets,1,10.0,15.0,-5.0,0.75
751,Palexia 20mg/ml oral solution,0407020AGBBAHAH,20.0,0.4,8.0,Tapentadol 20mg/ml oral solution sugar free,1,20.0,8.0,0.0,1.0
752,Carlosafine 35micrograms/hour transdermal patches,0407020B0BTAAAE,3.36,100.0,336.0,Buprenorphine 35micrograms/hour transdermal patches,1,3.36,336.0,0.0,1.0
753,Palfium 5mg tablets,0407020D0BBAAAD,5.0,4.0,20.0,Dextromoramide 5mg tablets,1,5.0,20.0,0.0,1.0
754,Zomorph 100mg modified-release capsules,0407020Q0BKADEB,100.0,1.0,100.0,Morphine 100mg modified-release capsules,1,100.0,100.0,0.0,1.0
755,Pamergan P100 solution for injection 2ml ampoules,0407020V0BCAAAI,100.0,0.24,24.0,Pethidine 100mg/2ml / Promethazine 50mg/2ml solution for injection ampoules,2,50.0,12.0,-12.0,0.5
756,Pethidine 25mg/5ml oral solution,0407020V0AAARAR,5.0,0.1,0.5,Pethidine 25mg/5ml oral solution,1,5.0,0.5,0.0,1.0
757,Oxypro 10mg modified-release tablets,0407020ADBSABAF,10.0,2.0,20.0,Oxycodone 10mg modified-release tablets,1,10.0,15.0,-5.0,0.75
758,Turgeon 70micrograms/hour transdermal patches,0407020B0BSACAG,6.72,100.0,672.0,Buprenorphine 70micrograms/hour transdermal patches,1,6.72,672.0,0.0,1.0
759,Tapentadol 20mg/ml oral solution sugar free,0407020AGAAAHAH,20.0,0.4,8.0,Tapentadol 20mg/ml oral solution sugar free,1,20.0,8.0,0.0,1.0
760,Abtard 5mg modified-release tablets,0407020ADBMAAAK,5.0,2.0,10.0,Oxycodone 5mg modified-release tablets,1,5.0,7.5,-2.5,0.75
761,Hydromorphone 2mg/1ml solution for injection ampoules,040702050AAALAL,2.0,5.0,10.0,Hydromorphone 2mg/1ml solution for injection ampoules,1,2.0,10.0,0.0,1.0
762,Mylafent 50micrograms/hour transdermal patches,0407020A0BUACAF,3.6,100.0,360.0,Fentanyl 50micrograms/hour transdermal patches,1,3.6,360.0,0.0,1.0
763,Morphine sulfate 50mg/5ml oral solution,0407020Q0AADKDK,10.0,1.0,10.0,Morphine sulfate 50mg/5ml oral solution,1,10.0,10.0,0.0,1.0
764,Diamorphine 30mg/5ml oral solution,0407020K0AAEAEA,6.0,1.0,6.0,Diamorphine 30mg/5ml oral solution,1,6.0,6.0,0.0,1.0
765,Sevodyne 20micrograms/hour transdermal patches,0407020B0BMACAJ,3.36,100.0,336.0,Buprenorphine 20micrograms/hour transdermal patches,1,3.36,336.0,0.0,1.0
766,Bupramyl 5micrograms/hour transdermal patches,0407020B0BQAAAH,0.84,100.0,84.0,Buprenorphine 5micrograms/hour transdermal patches,1,0.84,84.0,0.0,1.0
767,Yemex 12micrograms/hour transdermal patches,0407020A0BVAAAU,0.864,100.0,86.4,Fentanyl 12micrograms/hour transdermal patches,1,0.864,86.4,0.0,1.0
768,Renocontin 30mg modified-release tablets,0407020ADBRAEAR,30.0,2.0,60.0,Oxycodone 30mg modified-release tablets,1,30.0,45.0,-15.0,0.75
769,Ixyldone 80mg modified-release tablets,0407020ADBTAHAI,80.0,2.0,160.0,Oxycodone 80mg modified-release tablets,1,80.0,120.0,-40.0,0.75
770,Bepro 6.75mg/5ml syrup,0407020C0BBAABA,1.35,0.1,0.135,Codeine 6.75mg/5ml oral solution,5,1.35,0.14,0.0,1.037037037037037
771,Oxyargin 40mg/20mg modified-release tablets,0407020AFBDADAD,40.0,2.0,80.0,Oxycodone 40mg / Naloxone 20mg modified-release tablets,1,40.0,60.0,-20.0,0.75
772,Zomestine 20mg modified-release tablets,0407020ADBNAEAG,20.0,2.0,40.0,Oxycodone 20mg modified-release tablets,1,20.0,30.0,-10.0,0.75
773,Morphine sulfate 100mg/50ml inf pre-filled syringes,0407020Q0AAFTFT,100.0,2.0,200.0,Morphine sulfate 100mg/50ml solution for infusion pre-filled syringes,50,2.0,4.0,-196.0,0.02
774,Abtard 15mg modified-release tablets,0407020ADBMACAS,15.0,2.0,30.0,Oxycodone 15mg modified-release tablets,1,15.0,22.5,-7.5,0.75
775,Maneo 100mg modified-release tablets,040702040BUAAAC,100.0,0.1,10.0,Tramadol 100mg modified-release tablets,1,100.0,10.0,0.0,1.0
776,Instanyl 100micrograms/dose nasal spray,0407020A0BNAHBJ,1.0,160.0,160.0,Fentanyl 100micrograms/dose nasal spray,1,0.1,16.0,-144.0,0.1
777,Oxypro 30mg modified-release tablets,0407020ADBSAEAR,30.0,2.0,60.0,Oxycodone 30mg modified-release tablets,1,30.0,45.0,-15.0,0.75
778,Opiodur 50micrograms/hour transdermal patches (RX Farma),0407020A0BRAHAF,3.6,100.0,360.0,Fentanyl 50micrograms/hour transdermal patches,1,3.6,360.0,0.0,1.0
779,Methadone 10mg capsules,0407020M0AAAKAK,10.0,3.0,30.0,Methadone 10mg capsules,1,10.0,30.0,0.0,1.0
780,Morphine hydrochloride 20mg/5ml oral solution,0407020P0AAAYAY,4.0,1.0,4.0,Morphine hydrochloride 20mg/5ml oral solution,1,4.0,4.0,0.0,1.0
781,Pethidine 100mg/10ml solution for injection ampoules,0407020V0AAALAL,100.0,0.24,24.0,Pethidine 100mg/10ml solution for injection ampoules,10,10.0,2.4,-21.6,0.09999999999999999
782,Morphine sulfate 4mg/10ml solution for injection ampoules,0407020Q0AAA5A5,4.0,2.0,8.0,Morphine sulfate 4mg/10ml solution for injection ampoules,10,0.4,0.8,-7.2,0.1
783,Zomestine 5mg modified-release tablets,0407020ADBNACAK,5.0,2.0,10.0,Oxycodone 5mg modified-release tablets,1,5.0,7.5,-2.5,0.75
784,Ixyldone 5mg modified-release tablets,0407020ADBTAAAK,5.0,2.0,10.0,Oxycodone 5mg modified-release tablets,1,5.0,7.5,-2.5,0.75
785,Hydromorphone 2.6mg capsules,040702050AAADAD,2.6,5.0,13.0,Hydromorphone 2.6mg capsules,1,2.6,13.0,0.0,1.0
786,Aceon 100mg modified-release tablets,040702040BRAAAC,100.0,0.1,10.0,Tramadol 100mg modified-release tablets,1,100.0,10.0,0.0,1.0
787,Pethidine 100mg/1ml solution for injection ampoules,0407020V0AAAXAX,100.0,0.24,24.0,Pethidine 100mg/1ml solution for injection ampoules,1,100.0,24.0,0.0,1.0
788,Shortec 20mg capsules,0407020ADBJACAE,20.0,2.0,40.0,Oxycodone 20mg capsules,1,20.0,30.0,-10.0,0.75
789,Mezolar Matrix 37.5microgram/hour transdermal patches,0407020A0BFAFBW,0.3,100.0,30.0,Fentanyl 37.5microgram/hour transdermal patches,1,2.7,270.0,240.0,9.0
790,Opiodur 12micrograms/hour transdermal patches (Zentiva),0407020A0BRAKAU,0.864,100.0,86.4,Fentanyl 12micrograms/hour transdermal patches,1,0.864,86.4,0.0,1.0
791,Maneo 150mg modified-release tablets,040702040BUABAD,150.0,0.1,15.0,Tramadol 150mg modified-release tablets,1,150.0,15.0,0.0,1.0
792,Recivit 133microgram sublingual tablets,0407020A0BTAABX,0.133,130.0,17.29,Fentanyl 133microgram sublingual tablets sugar free,1,0.133,17.29,0.0,1.0
793,,040702050AAAMAM,,,,Hydromorphone 20mg/1ml solution for injection ampoules,1,20.0,100.0,,
794,,0407010F0AAAWAW,,,,Co-codamol 15mg/500mg effervescent tablets sugar free,1,15.0,1.5,,
795,,0407020ADAAAUAU,,,,Oxycodone 10mg tablets,1,10.0,15.0,,
796,,0410030C0AABFBF,,,,Methadone 12.5mg/5ml oral suspension,1,2.5,7.5,,
797,,0410030C0AABFBF,,,,Methadone 12.5mg/5ml oral solution,1,2.5,7.5,,
798,,0309010S0AAAAAA,,,,Methadone 2mg/5ml linctus,5,0.4,1.2,,
799,,0407010X0AAAYAY,,,,Generic Ultramol Soluble tablets sugar free,1,8.0,0.8,,
800,,0410030C0BBABBB,,,,Methadone 20mg/ml oral solution sugar free,1,20.0,60.0,,
801,,0407010W0BHAAAD,,,,Aspirin 500mg / Codeine 8mg dispersible tablets sugar free,1,8.0,0.8,,
802,,0407020A0BTACBY,,,,Fentanyl 533microgram sublingual tablets sugar free,1,0.533,69.29,,
803,,1501043A0AAAFAF,,,,Alfentanil 500micrograms/1ml solution for injection ampoules,1,0.5,15.0,,
804,,0407010F0AAAVAV,,,,Co-codamol 15mg/500mg capsules,1,15.0,1.5,,
805,,1001010J0CFADAY,,,,Ibuprofen 200mg / Codeine 12.8mg tablets,1,12.8,1.28,,
806,,0410030A0BEADAJ,,,,Buprenorphine 6mg sublingual tablets sugar free,1,6.0,360.0,,
807,,0309010C0BBAAAD,,,,Codeine 15mg/5ml linctus sugar free,5,3.0,0.3,,
808,,0407010N0AAAKAK,,,,Co-dydramol 7.46mg/500mg effervescent tablets sugar free,1,7.46,0.75,,
809,,0410030A0BDAAAD,,,,Buprenorphine 2mg sublingual tablets sugar free,1,2.0,120.0,,
810,,0410030A0BCACAE,,,,Buprenorphine 8mg sublingual tablets sugar free,1,8.0,480.0,,
811,,0410030A0AAALAL,,,,Buprenorphine 2mg oral lyophilisates sugar free,1,2.0,120.0,,
812,,0410030B0BBAAAA,,,,Buprenorphine 8mg / Naloxone 2mg sublingual tablets sugar free,1,8.0,480.0,,
813,,040702040AABDBD,,,,Tramadol 75mg / Dexketoprofen 25mg tablets,1,75.0,7.5,,
814,,0410030C0AAAZAZ,,,,Methadone 4mg/5ml oral suspension,1,0.8,2.4,,
815,,0410030C0AAAZAZ,,,,Methadone 4mg/5ml oral solution,1,0.8,2.4,,
816,,0309010N0AAAHAH,,,,Diamorphine 2.5mg/5ml oral solution,1,0.5,0.5,,
817,,0407041A0BBABAG,,,,Generic Migraleve Pink tablets,1,8.0,0.8,,
818,,0407010F0BPAAAP,,,,Co-codamol 12.8mg/500mg tablets,1,12.8,1.28,,
819,,1501043A0BBAAAB,,,,Alfentanil 1mg/2ml solution for injection ampoules,2,0.5,15.0,,
820,,0407041A0AAAGAG,,,,Generic Migraleve Pink tablets,1,8.0,0.8,,
821,,0407010F0BIAAAP,,,,Co-codamol 12.8mg/500mg tablets,1,12.8,1.28,,
822,,0407010N0AAAJAJ,,,,Co-dydramol 7.46mg/500mg tablets,1,7.46,0.75,,
823,,0410030A0BDABAE,,,,Buprenorphine 8mg sublingual tablets sugar free,1,8.0,480.0,,
824,,0309010N0AAAJAJ,,,,Diamorphine 3mg/5ml oral solution,1,0.6,0.6,,
825,,0407010F0AAAQAQ,,,,Co-codamol 30mg/500mg effervescent powder sachets sugar free,1,30.0,3.0,,
826,,0407010X0BZAAAY,,,,Generic Ultramol Soluble tablets sugar free,1,8.0,0.8,,
827,,0407010X0BMAAAJ,,,,Generic Solpadeine Plus tablets,1,8.0,0.8,,
828,,0407020A0BNAEBL,,,,Fentanyl 200micrograms/dose nasal spray,1,0.2,32.0,,
829,,0309010C0AAAAAA,,,,Codeine 15mg/5ml linctus,5,3.0,0.3,,
830,,0407010F0BVACAW,,,,Co-codamol 15mg/500mg effervescent tablets sugar free,1,15.0,1.5,,
831,,0410030A0AAAMAM,,,,Buprenorphine 8mg oral lyophilisates sugar free,1,8.0,480.0,,
832,,0410030C0BBAABA,,,,Methadone 10mg/ml oral solution sugar free,1,10.0,30.0,,
833,,0410030C0AABBBB,,,,Methadone 20mg/ml oral solution sugar free,1,20.0,60.0,,
834,,0309010C0AAACAC,,,,Codeine 3mg/5ml linctus paediatric,5,0.6,0.06,,
835,,0407010F0AAAPAP,,,,Co-codamol 12.8mg/500mg tablets,1,12.8,1.28,,
836,,0309010C0BBABAE,,,,Codeine 3mg/5ml linctus paediatric sugar free,5,0.6,0.06,,
837,,1501043A0AAABAB,,,,Alfentanil 1mg/2ml solution for injection ampoules,2,0.5,15.0,,
838,,0410030C0AAAMAM,,,,Methadone 50mg/5ml oral suspension,1,10.0,30.0,,
839,,0410030C0AAAMAM,,,,Methadone 50mg/5ml oral solution,1,10.0,30.0,,
840,,0410030C0AABEBE,,,,Methadone 100mg/5ml oral suspension,1,20.0,60.0,,
841,,0410030C0AABEBE,,,,Methadone 100mg/5ml oral solution,1,20.0,60.0,,
842,,0410030C0BFAAAA,,,,Methadone 1mg/ml oral solution,1,1.0,3.0,,
843,,0407020Q0BCAICT,,,,Morphine sulfate 30mg/5ml oral solution unit dose vials sugar free,5,6.0,6.0,,
844,,1001010J0AAARAR,,,,Ibuprofen 300mg modified-release / Codeine 20mg tablets,1,20.0,2.0,,
845,,0407020Q0AADSDS,,,,Morphine 30mg capsules,1,30.0,30.0,,
846,,0104020N0BEABAF,,,,Generic J Collis Browne's tablets,1,0.35,0.35,,
847,,0407020Q0AAGDGD,,,,Morphine sulfate 15mg suppositories,1,15.0,15.0,,
848,,0410030C0BFABAF,,,,Methadone 1mg/ml oral solution sugar free,1,1.0,3.0,,
849,,1001010J0DGAAAY,,,,Ibuprofen 200mg / Codeine 12.8mg tablets,1,12.8,1.28,,
850,,0410030A0BBABAD,,,,Buprenorphine 2mg sublingual tablets sugar free,1,2.0,120.0,,
851,,0407010F0AAAZAZ,,,,Co-codamol 30mg/500mg/5ml oral solution sugar free,5,6.0,0.6,,
852,,0407010N0BHABAJ,,,,Co-dydramol 7.46mg/500mg tablets,1,7.46,0.75,,
853,,0407010F0BVABAV,,,,Co-codamol 15mg/500mg capsules,1,15.0,1.5,,
854,,0410030C0AABGBG,,,,Methadone 15mg/5ml oral suspension,1,3.0,9.0,,
855,,0410030C0AABGBG,,,,Methadone 15mg/5ml oral solution,1,3.0,9.0,,
856,,0104020N0BBAAAC,,,,Generic Diocalm Dual Action chewable tablets,1,0.395,0.4,,
857,,0410030A0BEACAI,,,,Buprenorphine 1mg sublingual tablets sugar free,1,1.0,60.0,,
858,,1001010J0B4AKAY,,,,Ibuprofen 200mg / Codeine 12.8mg tablets,1,12.8,1.28,,
859,,0407010F0AABABA,,,,Co-codamol 8mg/500mg effervescent tablets sugar free,1,8.0,0.8,,
860,,0309020X0AAAAAA,,,,Terpin 32.5mg/5ml / Codeine 16mg/5ml linctus,5,3.2,0.32,,
861,,0410030C0AAAUAU,,,,Methadone 1mg/5ml oral solution,1,0.2,0.6,,
862,,0410030C0AAAUAU,,,,Methadone 1mg/5ml oral suspension,1,0.2,0.6,,
863,,0410030A0BCABAD,,,,Buprenorphine 2mg sublingual tablets sugar free,1,2.0,120.0,,
864,,1501043A0AAAHAH,,,,Alfentanil 25mg/50ml solution for injection vials,50,0.5,15.0,,
865,,0410030C0BEAAAF,,,,Methadone 1mg/ml oral solution sugar free,1,1.0,3.0,,
866,,0410030C0AAAQAQ,,,,Methadone 10mg/5ml oral suspension,1,2.0,6.0,,
867,,0410030C0AAAQAQ,,,,Methadone 10mg/5ml oral solution,1,2.0,6.0,,
868,,0407010F0AAAYAY,,,,Co-codamol 60mg/1000mg tablets,1,60.0,6.0,,
